"word","mRT","accuracy"
"Elmira",818.6,0.606060606060606
"Elvis",669.090909090909,1
"Emma",809.65625,0.96969696969697
"Emma's",644.862068965517,0.852941176470588
"Emmanuel",836.709677419355,0.911764705882353
"England",661.818181818182,1
"England's",715.65625,0.96969696969697
"Englander",908.041666666667,0.727272727272727
"Englanders",722.612903225806,0.96875
"English",571.090909090909,0.970588235294118
"Englishman",728,1
"Englishmen",768.125,0.96969696969697
"Englishwoman",820.354838709677,1
"Epicurean",902,0.517241379310345
"Epicurus",1096.47058823529,0.53125
"Episcopal",796.611111111111,0.6
"Episcopalian",982.4,0.645161290322581
"Eric",616.41935483871,1
"Ernest",676.242424242424,0.970588235294118
"Ernie",769.25,0.941176470588235
"Ernie's",631.9,0.967741935483871
"Eros",839.444444444444,0.545454545454545
"Eskimo",730.96875,0.96969696969697
"Eskimos",734.121212121212,1
"Ethel",767.625,1
"Ethiopia",843.645161290323,1
"Ethiopians",831.766666666667,0.909090909090909
"Euclid",740.916666666667,0.727272727272727
"Euclid's",961.576923076923,0.787878787878788
"Eugene",766.137931034483,0.878787878787879
"Eugene's",727.6,1
"Eurasia",920.181818181818,0.6875
"Eurasian",1029.05263157895,0.558823529411765
"Eurodollar",994.636363636364,0.34375
"Europe",613.878787878788,1
"Europe's",687.966666666667,0.9375
"European",693.375,1
"Europeanization",1355.63636363636,0.846153846153846
"Europeanized",1153.8275862069,0.852941176470588
"Europeans",599.424242424242,1
"Evelyn",694.4,0.757575757575758
"Everest",738.928571428571,0.848484848484849
"Everglades",812.354838709677,0.939393939393939
"Ezra",1026.60869565217,0.676470588235294
"FALSE",751.59375,0.941176470588235
"Fahrenheit",772.714285714286,0.903225806451613
"Fargo",625.151515151515,1
"Fatima",672.846153846154,0.448275862068966
"Faulkner",725.862068965517,0.935483870967742
"Faulkner's",801.178571428571,0.823529411764706
"Faust",795.833333333333,0.375
"Faust's",706.55,0.606060606060606
"Faustian",1006.83333333333,0.363636363636364
"Faustus",890.357142857143,0.424242424242424
"Feb",749.857142857143,0.411764705882353
"February",716.90625,1
"February's",862.151515151515,1
"Federalist",772.129032258065,0.939393939393939
"Felice",824.705882352941,0.515151515151515
"Felice's",832.090909090909,0.6875
"Felix",797.032258064516,0.911764705882353
"Felix's",655.870967741935,0.911764705882353
"Ferris",894.241379310345,0.90625
"Fiat",988.4,0.294117647058824
"Fiats",1012,0.15625
"Fidel",749.769230769231,0.787878787878788
"Figaro",857.952380952381,0.636363636363636
"Fiji",780.5,0.764705882352941
